basin_ID,nse,alpha-nse,beta-nse,fhv,fms,flv,kge,beta-kge,peak-timing,peak-mape,pearson-r
02112120,1.1993e-01,4.4551e-01,8.6984e-01,-6.2064e+01,8.0895e+00,-1.2042e+02,1.5125e-01,8.6984e-01,1.8889e+00,8.4734e+01,3.7074e-01
02112360,1.4482e-01,5.6539e-01,8.6997e-01,-5.4718e+01,4.8904e+01,8.3657e+00,2.6844e-01,8.6997e-01,1.8261e+00,8.2255e+01,4.2608e-01
02118500,1.5691e-01,7.0806e-01,8.0245e-01,-4.4637e+01,1.3445e+02,-4.0267e+02,3.6942e-01,8.0245e-01,1.5263e+00,8.3282e+01,4.7714e-01
02125000,2.2002e-01,9.2527e-01,8.2160e-01,-8.7325e+00,2.7878e+02,8.6830e+01,5.4051e-01,8.2160e-01,8.0333e+01,7.5588e+01,5.8320e-01
02128000,2.7180e-01,9.9853e-01,9.4304e-01,5.2687e+00,3.9901e+02,-1.5486e+01,6.3114e-01,9.4304e-01,6.1854e+01,7.1186e+01,6.3556e-01
02137727,1.7208e-01,7.1132e-01,8.6011e-01,-3.9496e+01,5.4947e+01,-4.1863e+01,3.9409e-01,8.6011e-01,1.7381e+00,8.1224e+01,4.8598e-01
02143000,2.3458e-01,8.8957e-01,8.5401e-01,-2.4223e+01,1.7539e+02,-1.3158e+02,5.4403e-01,8.5401e-01,1.4286e+00,7.4295e+01,5.8238e-01
02143040,2.0372e-01,7.0347e-01,8.7772e-01,-4.3252e+01,4.9348e+01,-6.8480e+01,4.0766e-01,8.7772e-01,1.5319e+00,8.3754e+01,5.0203e-01
02149000,1.8489e-01,6.2789e-01,9.0245e-01,-5.2912e+01,3.4509e+01,-1.7290e+01,3.4367e-01,9.0245e-01,1.7292e+00,8.1313e+01,4.6822e-01
02152100,1.6427e-01,6.2542e-01,9.3479e-01,-4.9677e+01,5.4552e+01,-1.5462e+01,3.2795e-01,9.3479e-01,1.8864e+00,8.1063e+01,4.4585e-01
02177000,4.6567e-01,8.5249e-01,9.7209e-01,-2.5683e+01,9.2788e+00,-3.8631e+02,6.6463e-01,9.7209e-01,1.5745e+00,6.6847e+01,7.0011e-01
02178400,4.2572e-01,8.2468e-01,1.0496e+00,-2.9503e+01,7.9420e+00,-4.6822e+01,6.2507e-01,1.0496e+00,1.6383e+00,6.8188e+01,6.7232e-01
02202600,6.3303e-01,7.4340e-01,8.1447e-01,-2.8141e+01,-1.6011e+01,-2.7859e+01,6.2635e-01,8.1447e-01,1.2593e+00,6.2611e+01,8.0164e-01
02212600,2.0500e-01,1.2276e+00,1.0355e+00,2.7678e+01,4.4625e+02,7.4135e+01,6.1965e-01,1.0355e+00,1.6083e+01,6.5749e+01,6.9736e-01
02221525,4.5185e-01,1.0287e+00,8.2942e-01,-4.4282e+00,3.2244e+02,-3.1237e+01,6.8561e-01,8.2942e-01,1.0000e+00,7.2176e+01,7.3747e-01
02231000,5.6382e-01,7.6091e-01,7.7575e-01,-2.4548e+01,1.9254e+00,-1.1529e+02,5.9441e-01,7.7575e-01,8.4375e-01,5.4150e+01,7.6115e-01
02231342,4.8452e-01,8.2072e-01,8.7231e-01,-1.8249e+01,-2.0599e+00,4.6058e+01,6.3457e-01,8.7231e-01,1.0000e+00,6.3744e+01,7.0829e-01
02245500,3.7893e-01,1.0461e+00,9.4508e-01,-2.6033e+00,7.5155e+01,-3.8391e+02,6.9596e-01,9.4508e-01,8.9474e-01,6.8448e+01,7.0453e-01
02246000,5.9722e-01,9.2387e-01,7.9731e-01,-1.3019e+01,7.5946e+01,-1.7819e+02,6.9809e-01,7.9731e-01,6.4865e-01,6.1517e+01,7.8960e-01
02296500,5.3411e-01,6.8442e-01,7.1762e-01,-3.4712e+01,-2.2752e+00,4.1478e+01,5.0611e-01,7.1762e-01,1.1562e+00,6.2151e+01,7.4583e-01
02297155,3.2391e-01,7.9927e-01,4.5015e-01,-2.8160e+01,1.0312e+02,3.3932e+01,3.0527e-01,4.5015e-01,1.8387e+00,8.4411e+01,6.2581e-01
02297310,5.4374e-01,7.3849e-01,7.7127e-01,-3.3037e+01,9.8462e+00,5.6641e+01,5.6854e-01,7.7127e-01,1.3103e+00,6.2627e+01,7.4417e-01
02298123,6.6195e-01,8.8649e-01,9.6935e-01,-1.1521e+01,-4.2795e+00,3.0423e+01,7.8230e-01,9.6935e-01,1.1481e+00,4.5377e+01,8.1678e-01
02298608,6.8719e-01,8.5444e-01,9.1943e-01,-1.6428e+01,2.0655e+00,6.3122e+01,7.6218e-01,9.1943e-01,9.4286e-01,5.1192e+01,8.3007e-01
02299950,5.2068e-01,9.6448e-01,8.6819e-01,-6.2951e+00,7.5276e+01,-9.9967e+01,7.1816e-01,8.6819e-01,6.6667e-01,6.0304e+01,7.5343e-01
02300700,5.6414e-01,9.0989e-01,9.8550e-01,-1.2032e+01,1.2673e+02,4.6519e+01,7.4787e-01,9.8550e-01,7.4359e-01,5.0802e+01,7.6496e-01
02312200,4.1190e-01,6.5242e-01,5.9485e-01,-2.9932e+01,-2.1195e+01,5.2651e+01,3.7316e-01,5.9485e-01,1.8333e+00,7.2524e+01,6.7141e-01
02314500,6.4822e-01,7.1871e-01,7.9567e-01,-2.3425e+01,-4.0139e+01,5.4306e+00,6.0938e-01,7.9567e-01,2.1667e+00,5.3723e+01,8.2192e-01
02315500,6.0291e-01,6.8039e-01,7.2307e-01,-2.7888e+01,-1.8736e+01,-4.9518e+01,5.3403e-01,7.2307e-01,1.8846e+00,5.4242e+01,8.0434e-01
02324400,4.4474e-01,7.1597e-01,9.2150e-01,-3.1250e+01,-3.3970e+01,-2.2261e+02,5.5758e-01,9.2150e-01,1.3871e+00,5.8934e+01,6.7000e-01
02327100,6.0150e-01,7.8056e-01,1.1233e+00,-2.2106e+01,-5.1683e+01,-7.5930e+01,6.6442e-01,1.1233e+00,7.5000e-01,5.3446e+01,7.7806e-01
02342933,-1.0461e-03,5.5229e-01,3.7754e-01,-4.5423e+01,3.7031e+02,8.5418e+01,-3.7707e-02,3.7754e-01,1.5408e+02,9.4606e+01,3.0076e-01
02349900,5.2161e-01,8.9003e-01,7.8871e-01,-1.2997e+01,1.3889e+02,-8.8977e+02,6.4896e-01,7.8871e-01,1.2581e+00,7.2554e+01,7.4214e-01
02361000,6.3320e-01,7.5599e-01,5.8770e-01,-2.6307e+01,1.0191e+02,-1.5243e+02,4.9020e-01,5.8770e-01,1.3714e+00,7.4939e+01,8.2574e-01
02369800,2.3853e-01,6.9681e-01,9.9829e-01,-2.8295e+01,3.7107e+01,-1.4173e+02,4.3190e-01,9.9829e-01,1.3143e+00,6.7064e+01,5.1957e-01
02371500,4.4837e-01,7.1433e-01,8.4737e-01,-3.3766e+01,3.2569e+00,-5.3718e+01,5.4257e-01,8.4737e-01,1.9355e+00,6.3525e+01,6.7698e-01
02372250,3.4276e-01,7.0773e-01,8.8916e-01,-2.5017e+01,3.2147e+01,-1.2524e+02,4.9112e-01,8.8916e-01,1.6452e+00,5.8425e+01,5.9844e-01
02374500,1.3105e-01,6.8312e-01,8.8154e-01,-3.8354e+01,2.9700e+01,-8.4388e+01,3.4988e-01,8.8154e-01,1.3636e+00,7.2638e+01,4.4484e-01
02381600,2.2917e-01,6.3929e-01,8.3503e-01,-5.1188e+01,6.0822e+01,-2.8319e+02,3.6826e-01,8.3503e-01,2.1000e+00,8.5450e+01,5.0830e-01
02395120,1.6873e-01,6.9567e-01,6.8469e-01,-3.3905e+01,2.0539e+02,-2.8525e+02,3.2522e-01,6.8469e-01,1.7097e+00,8.1600e+01,4.8688e-01
02408540,2.5237e-01,7.8563e-01,8.2635e-01,-2.2972e+01,1.2334e+02,-3.3901e+01,4.7933e-01,8.2635e-01,1.5135e+00,7.3411e+01,5.5843e-01
02422500,2.7412e-01,7.0130e-01,7.8792e-01,-3.5906e+01,6.6989e+01,-1.7768e+02,4.2531e-01,7.8792e-01,1.7692e+00,8.3983e+01,5.5720e-01
02430085,1.5046e-01,6.5304e-01,9.8021e-01,-4.0545e+01,3.4631e+01,-1.5201e+02,3.4245e-01,9.8021e-01,1.8571e+00,8.6912e+01,4.4179e-01
02430615,7.3295e-02,5.0981e-01,8.0898e-01,-5.3757e+01,6.0768e+01,-2.2293e+02,1.5226e-01,8.0898e-01,2.0909e+00,9.0042e+01,3.3525e-01
02450250,5.8968e-01,1.0740e+00,1.1216e+00,8.4949e+00,9.1062e+01,-2.1316e+02,7.6452e-01,1.1216e+00,8.3333e-01,5.4773e+01,8.1241e-01
02464000,6.6124e-01,9.4287e-01,8.1729e-01,-6.9149e+00,1.5585e+02,-7.6495e+01,7.4091e-01,8.1729e-01,1.0500e+00,6.3910e+01,8.2541e-01
02465493,-4.3088e-03,7.5449e-01,6.9992e-01,-3.1928e+01,1.5378e+02,-3.3124e+02,2.8715e-01,6.9992e-01,1.8333e+00,8.4012e+01,4.0181e-01
02469800,3.4400e-01,8.6929e-01,7.6763e-01,-1.4572e+01,1.4953e+02,-2.1416e+02,5.5148e-01,7.6763e-01,1.3333e+00,7.1343e+01,6.3932e-01
02472000,6.3936e-01,8.3631e-01,8.1906e-01,-2.2678e+01,1.1394e+02,-3.6046e+02,6.8776e-01,8.1906e-01,1.0606e+00,6.0175e+01,8.0516e-01
02472500,4.9753e-01,1.1109e+00,8.6758e-01,1.7319e+00,3.6158e+02,-6.2819e+02,7.2163e-01,8.6758e-01,1.0857e+00,6.0959e+01,7.8169e-01
02479155,4.2078e-01,9.9009e-01,9.0352e-01,-4.2964e+00,1.5664e+02,-4.8337e+02,6.9249e-01,9.0352e-01,8.2927e-01,6.5289e+01,7.0818e-01
02479300,6.2674e-01,8.7051e-01,9.5262e-01,-1.4407e+01,3.4624e+01,-3.5785e+02,7.5357e-01,9.5262e-01,8.6364e-01,5.5181e+01,7.9576e-01
02479560,7.1190e-01,8.5460e-01,9.8425e-01,-2.1251e+01,4.7328e+00,-8.3281e+01,7.8608e-01,9.8425e-01,9.0244e-01,5.4172e+01,8.4388e-01
02481000,6.4968e-01,9.2735e-01,8.1312e-01,-5.6129e+00,9.3150e+01,-3.0313e+02,7.2869e-01,8.1312e-01,6.8293e-01,5.0515e+01,8.1723e-01
02481510,6.2220e-01,9.1695e-01,8.6685e-01,-1.2573e+01,5.3376e+01,-1.5560e+02,7.4620e-01,8.6685e-01,1.1556e+00,6.2923e+01,8.0052e-01
03010655,6.4286e-01,9.1621e-01,9.5208e-01,-1.1316e+01,2.0848e+00,-2.3581e+02,7.8645e-01,9.5208e-01,6.4865e-01,4.4143e+01,8.0951e-01
03011800,5.1548e-01,8.1115e-01,1.0103e+00,-2.2877e+01,-8.0320e+00,-9.8082e+01,6.6489e-01,1.0103e+00,1.2857e+00,6.1523e+01,7.2336e-01
03015500,6.0659e-01,9.2524e-01,8.7198e-01,-7.9426e+00,2.6695e+01,-4.5094e+02,7.4725e-01,8.7198e-01,8.4783e-01,5.3451e+01,7.9530e-01
03021350,5.1128e-01,9.1194e-01,8.4120e-01,-8.0739e+00,2.5588e+01,-2.7320e+02,6.8406e-01,8.4120e-01,6.1224e-01,5.0080e+01,7.4145e-01
03026500,4.6234e-01,7.9637e-01,1.0179e+00,-2.0718e+01,-6.9130e+00,-1.2021e+02,6.2747e-01,1.0179e+00,1.1591e+00,6.6509e+01,6.8856e-01
03028000,5.5586e-01,8.3666e-01,8.9236e-01,-1.6231e+01,4.0547e+00,-3.3890e+02,6.8625e-01,8.9236e-01,1.2826e+00,6.4563e+01,7.5469e-01
03049000,4.8479e-01,8.9564e-01,9.1938e-01,-1.3864e+01,3.4364e+01,-4.8069e+02,6.9059e-01,9.1938e-01,1.2222e+00,6.1958e+01,7.2010e-01
03049800,1.6661e-01,5.5899e-01,9.0276e-01,-4.6402e+01,2.5515e+01,-4.5768e+01,2.7328e-01,9.0276e-01,2.0000e+00,8.3214e+01,4.3064e-01
03069500,6.7270e-01,1.0570e+00,9.6834e-01,9.0309e+00,6.2391e+00,-2.7435e+02,8.3362e-01,9.6834e-01,2.4490e-01,3.8256e+01,8.4693e-01
03070500,6.2193e-01,9.9921e-01,9.3848e-01,-4.3744e-01,1.2404e+01,-3.6824e+02,8.0192e-01,9.3848e-01,8.0000e-01,4.5163e+01,8.1172e-01
03076600,5.7419e-01,8.9682e-01,9.1596e-01,-9.4747e+00,1.4900e+01,-3.4896e+02,7.3466e-01,9.1596e-01,8.8095e-01,4.9602e+01,7.7044e-01
03078000,4.9013e-01,8.2083e-01,8.9317e-01,-1.9623e+01,-3.3803e+00,-1.2630e+02,6.4487e-01,8.9317e-01,1.0238e+00,5.8195e+01,7.1259e-01
03140000,3.2948e-01,7.5869e-01,8.0208e-01,-2.9167e+01,1.0384e+02,-2.1510e+02,4.9575e-01,8.0208e-01,1.3261e+00,8.5278e+01,6.0393e-01
03144000,6.0384e-01,1.0144e+00,8.2729e-01,7.3023e-01,2.1423e+02,-2.3216e+02,7.4143e-01,8.2729e-01,7.0270e-01,4.6572e+01,8.0811e-01
03164000,4.1140e-01,9.8286e-01,1.0858e+00,-1.3123e+01,3.9782e+01,-1.1729e+02,6.9136e-01,1.0858e+00,1.0682e+00,5.6477e+01,7.0403e-01
03165000,1.6036e-01,5.4529e-01,9.6284e-01,-5.3349e+01,3.4686e+01,-4.8319e+01,2.6240e-01,9.6284e-01,1.8367e+00,8.2367e+01,4.2043e-01
03170000,1.3270e-01,8.6259e-01,1.0179e+00,-3.2720e+01,6.1570e+01,-4.1287e+02,4.8920e-01,1.0179e+00,1.5745e+00,7.5936e+01,5.0836e-01
03173000,5.7858e-01,9.9545e-01,8.7027e-01,-1.8614e+00,1.3093e+02,-8.2754e+02,7.5414e-01,8.7027e-01,1.0769e+00,5.8381e+01,7.9120e-01
03180500,5.9759e-01,9.6300e-01,1.0105e+00,-7.8829e-01,4.5817e+00,-2.1953e+02,7.8827e-01,1.0105e+00,6.1905e-01,4.2316e+01,7.9179e-01
03182500,6.9697e-01,1.0299e+00,1.0583e+00,-1.0314e+00,1.7524e+01,-4.1032e+02,8.3979e-01,1.0583e+00,8.1395e-01,4.2102e+01,8.5382e-01
03186500,5.2750e-01,9.4923e-01,9.3494e-01,-4.3925e+00,-1.8824e-01,-1.0993e+02,7.4006e-01,9.3494e-01,7.0213e-01,4.7723e+01,7.5351e-01
03213700,5.5899e-01,9.2544e-01,1.0460e+00,-1.4956e+01,5.2876e+01,-4.6443e+02,7.4943e-01,1.0460e+00,7.3684e-01,5.3169e+01,7.6524e-01
03237280,1.8516e-01,7.2081e-01,9.3041e-01,-3.5372e+01,3.1122e+01,6.6885e+00,4.1382e-01,9.3041e-01,4.5366e+00,7.9292e+01,4.8930e-01
03237500,5.7354e-01,1.0106e+00,8.7187e-01,6.7105e-01,2.9125e+02,7.5611e+01,7.5380e-01,8.7187e-01,7.0000e-01,6.0180e+01,7.9003e-01
03238500,6.3840e-01,1.0402e+00,9.5447e-01,3.5785e+00,3.5054e+02,9.5144e+01,8.1671e-01,9.5447e-01,1.6872e+02,4.1333e+01,8.2707e-01
03241500,5.5470e-01,9.5489e-01,8.4476e-01,-7.7987e+00,1.6553e+02,-2.4717e+02,7.2008e-01,8.4476e-01,9.7368e-01,5.6753e+01,7.7148e-01
03280700,3.0643e-01,8.3141e-01,1.1146e+00,-1.8238e+01,3.6627e+01,-1.2992e+02,5.5226e-01,1.1146e+00,1.3333e+00,6.9817e+01,6.0135e-01
03281500,7.3248e-01,9.4466e-01,9.7137e-01,-7.0464e+00,9.5841e+01,-2.0942e+01,8.4688e-01,9.7137e-01,6.6667e-01,4.0111e+01,8.6013e-01
03285000,7.1247e-01,1.0155e+00,9.6260e-01,2.8297e+00,8.8511e+01,4.2201e+01,8.5297e-01,9.6260e-01,5.9524e-01,5.1447e+01,8.5865e-01
03291780,3.4188e-01,9.7366e-01,9.2953e-01,-4.0084e+00,2.0880e+02,7.6012e+01,6.5440e-01,9.2953e-01,1.2940e+02,6.2310e+01,6.6269e-01
03340800,4.6969e-01,8.3611e-01,6.9759e-01,-1.5539e+01,4.8055e+02,6.9314e+01,5.4740e-01,6.9759e-01,2.0275e+02,6.7997e+01,7.0583e-01
03346000,7.5035e-01,8.8911e-01,9.0717e-01,-9.2748e+00,1.7210e+02,6.4760e+01,8.0359e-01,9.0717e-01,5.6410e-01,5.0422e+01,8.6710e-01
03357350,3.4202e-01,1.0718e+00,8.9218e-01,1.0934e+01,3.3124e+02,9.4507e+01,6.6955e-01,8.9218e-01,1.0000e+00,6.5200e+01,6.9600e-01
03364500,5.4925e-01,1.0037e+00,9.0810e-01,-6.8145e+00,1.3093e+02,4.0556e+01,7.5800e-01,9.0810e-01,1.0000e+00,5.9180e+01,7.7616e-01
03366500,7.0340e-01,1.0422e+00,9.7121e-01,5.3145e+00,2.1950e+02,4.5512e+01,8.4966e-01,9.7121e-01,5.1220e-01,4.6202e+01,8.5860e-01
03368000,3.3923e-01,9.0940e-01,8.8054e-01,-7.9757e+00,4.2119e+02,9.9677e+01,6.1172e-01,8.8054e-01,9.2857e-01,6.1546e+01,6.4183e-01
03384450,3.3646e-01,9.6839e-01,9.3385e-01,-4.5629e+00,2.8159e+02,9.6203e+01,6.5035e-01,9.3385e-01,1.9078e+02,6.3083e+01,6.5812e-01
03439000,3.7834e-01,7.3139e-01,1.0413e+00,-3.7874e+01,5.1517e+00,-5.2861e+01,5.3748e-01,1.0413e+00,1.5833e+00,7.2540e+01,6.2575e-01
03455500,1.8130e-01,6.4038e-01,1.1388e+00,-4.5513e+01,-1.1798e+01,-2.2316e+02,3.4553e-01,1.1388e+00,1.7500e+00,7.8945e+01,4.7111e-01
03456500,3.3555e-01,7.6839e-01,1.0726e+00,-2.8038e+01,-3.5572e+00,-1.2115e+02,5.3608e-01,1.0726e+00,1.4545e+00,7.0963e+01,6.0465e-01
03460000,3.7416e-01,9.7373e-01,1.2504e+00,-1.6448e+01,3.4400e-01,-3.9216e+02,6.1490e-01,1.2504e+00,1.4634e+00,6.1624e+01,7.0861e-01
03463300,4.2948e-01,8.8572e-01,1.0223e+00,-6.0926e+00,4.9025e+00,-1.6734e+01,6.6458e-01,1.0223e+00,1.1304e+00,5.6003e+01,6.8544e-01
03471500,4.3872e-01,9.1665e-01,8.7984e-01,-1.4690e+01,7.9191e+01,-2.7563e+02,6.6791e-01,8.7984e-01,1.0250e+00,5.9429e+01,7.0184e-01
03473000,4.7398e-01,9.8000e-01,8.7306e-01,-1.0809e+01,8.0191e+01,-2.4801e+02,7.0784e-01,8.7306e-01,1.0000e+00,5.6515e+01,7.3762e-01
03479000,2.5991e-01,9.1614e-01,1.0177e+00,-5.8328e+00,4.3973e+01,-2.2756e+02,5.9090e-01,1.0177e+00,1.5122e+00,6.7541e+01,5.9998e-01
03488000,5.6970e-01,9.2618e-01,8.9765e-01,-1.3990e+01,7.2457e+01,-5.0978e+02,7.4026e-01,8.9765e-01,1.1000e+00,5.0576e+01,7.7297e-01
03498500,5.0141e-01,1.0189e+00,1.0973e+00,-3.0430e+00,4.7576e+01,-4.0176e+02,7.3802e-01,1.0973e+00,1.0513e+00,5.2942e+01,7.5751e-01
03500000,4.1312e-01,9.2893e-01,1.1070e+00,-2.3667e+01,1.1556e+01,-3.0295e+02,6.6919e-01,1.1070e+00,1.7045e+00,6.1916e+01,6.9516e-01
03500240,3.2351e-01,8.3421e-01,1.0912e+00,-3.2889e+01,1.3107e+01,-7.2391e+02,5.7213e-01,1.0912e+00,1.9111e+00,7.0708e+01,6.1626e-01
03504000,5.2991e-01,8.6151e-01,1.0553e+00,-2.0708e+01,-6.7770e+00,-1.5102e+01,7.0107e-01,1.0553e+00,1.6383e+00,6.1185e+01,7.4093e-01
03574500,7.5715e-01,8.0203e-01,8.9965e-01,-1.8515e+01,5.2090e+01,-2.5736e+02,7.4490e-01,8.9965e-01,4.7368e-01,4.5016e+01,8.7425e-01
03592718,2.7587e-01,8.0411e-01,8.0866e-01,-1.5842e+01,1.9596e+02,-5.0031e+02,4.9567e-01,8.0866e-01,1.6905e+00,7.9256e+01,5.7648e-01
03604000,4.9822e-01,8.9436e-01,9.1859e-01,-9.1496e+00,2.0649e+02,-7.2777e+02,6.9582e-01,9.1859e-01,8.9189e-01,5.8136e+01,7.2661e-01
04015330,5.3123e-01,8.8179e-01,8.9134e-01,-1.0379e+01,1.8773e+01,-2.9819e+01,6.9743e-01,8.9134e-01,8.1081e-01,5.5866e+01,7.4355e-01
04024430,5.3201e-01,8.7696e-01,7.6463e-01,-1.4064e+01,2.9754e+01,-5.0486e+02,6.3796e-01,7.6463e-01,5.5000e-01,5.2447e+01,7.5395e-01
04027000,6.4706e-01,8.7033e-01,8.7212e-01,-1.4947e+01,3.0649e+01,-2.9358e+02,7.3750e-01,8.7212e-01,1.0256e+00,5.0763e+01,8.1096e-01
04040500,7.1437e-01,8.8924e-01,9.3626e-01,-7.1569e+00,-3.1275e+00,-3.8257e+01,8.0097e-01,9.3626e-01,1.0000e+00,4.2362e+01,8.4741e-01
04043050,6.1070e-01,9.5793e-01,9.5462e-01,-3.9683e+00,2.3828e+01,-8.0233e+01,7.8890e-01,9.5462e-01,1.0811e+00,5.1211e+01,7.9818e-01
04045500,5.9242e-01,9.6841e-01,9.8586e-01,-5.8750e-01,3.6068e-01,-1.1346e+02,7.8736e-01,9.8586e-01,2.0270e+00,3.8785e+01,7.9019e-01
